category,latitude,longitude,datazone,name
Potholes,55.83856,-4.33475,S01009853,Mosspark - 02
Pavements/footpaths,55.85112,-4.35115,S01009812,Cardonald North - 03
Potholes,55.87487,-4.30569,S01010400,Partickhill and Hyndland - 04
Potholes,55.87718,-4.28002,S01010371,North Kelvin - 03
Potholes,55.85481,-4.25889,S01010032,Laurieston and Tradeston - 02
Potholes,55.88515,-4.25351,S01010323,Possil Park - 01
Potholes,55.84552,-4.27156,S01009875,Pollokshields West - 01
Potholes,55.84369,-4.26208,S01010033,Laurieston and Tradeston - 03
Pavements/footpaths,55.87353,-4.26944,S01010299,Woodside - 03
Potholes,55.86864,-4.27323,S01010290,Woodlands - 02
Potholes,55.83947,-4.26548,S01010033,Laurieston and Tradeston - 03
Potholes,55.84824,-4.25512,S01010034,Laurieston and Tradeston - 04
Potholes,55.81165,-4.33914,S01009765,Darnley North - 02
Pavements/footpaths,55.85972,-4.33551,S01009837,Drumoyne and Shieldhall - 05
Potholes,55.8564,-4.24249,S01010039,Calton and Gallowgate - 03
Potholes,55.86419,-4.28574,S01010287,Finnieston and Kelvinhaugh - 06
Potholes,55.82734,-4.23908,S01010020,Toryglen and Oatlands - 05
Potholes,55.88514,-4.28189,S01010319,Ruchill - 05
Potholes,55.86219,-4.23647,S01010262,City Centre East - 04
Potholes,55.86586,-4.13145,S01010120,North Barlanark and Easterhouse South - 03
Potholes,55.87987,-4.2351,S01010223,Cowlairs and Port Dundas - 05
Potholes,55.83333,-4.26343,S01009903,Battlefield - 05
Potholes,55.82782,-4.16829,S01010071,Shettleston South - 03
Potholes,55.82468,-4.25831,S01010011,Mount Florida - 01
Potholes,55.83361,-4.28886,S01009916,Maxwell Park - 05
Pavements/footpaths,55.8785,-4.35255,S01010436,Scotstoun South and West - 05
Potholes,55.83634,-4.35291,S01009800,Pollok North and East - 02
Potholes,55.84837,-4.18885,S01010060,Parkhead East and Braidfauld North - 05
Potholes,55.85538,-4.22636,S01010055,Parkhead West and Barrowfield - 07
Potholes,55.84566,-4.35652,S01009820,Cardonald West and Central - 06
Potholes,55.84352,-4.34507,S01009807,Cardonald South and East - 02
Potholes,55.83652,-4.33519,S01009854,Mosspark - 03
Potholes,55.84438,-4.21996,S01010046,Dalmarnock - 01
Potholes,55.85281,-4.21528,S01010055,Parkhead West and Barrowfield - 07
Potholes,55.86089,-4.28102,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.84239,-4.22673,S01010046,Dalmarnock - 01
Potholes,55.89538,-4.22828,S01010209,Springburn - 01
Potholes,55.81791,-4.23627,S01009995,Kingspark South - 03
Potholes,55.81895,-4.24548,S01009998,Kingspark South - 06
Potholes,55.8953,-4.22821,S01010209,Springburn - 01
Potholes,55.81755,-4.35222,S01009785,Crookston South - 02
Pavements/footpaths,55.86562,-4.2658,S01010271,City Centre West - 06
Potholes,55.83416,-4.2632,S01009903,Battlefield - 05
Potholes,55.84461,-4.34627,S01009806,Cardonald South and East - 01
Potholes,55.85161,-4.31899,S01009843,Govan and Linthouse - 03
Potholes,55.80489,-4.21557,S01009985,Glenwood North - 06
Potholes,55.88398,-4.26896,S01010314,Keppochhill - 06
Potholes,55.86295,-4.24484,S01010259,City Centre East - 01
Potholes,55.79814,-4.32685,S01009758,Darnley East - 01
Potholes,55.84883,-4.21598,S01010054,Parkhead West and Barrowfield - 06
Potholes,55.8649,-4.2483,S01010259,City Centre East - 01
Potholes,55.87121,-4.25693,S01010297,Woodside - 01
Potholes,55.86223,-4.2365,S01010262,City Centre East - 04
Potholes,55.81404,-4.2782,S01009959,Muirend and Old Cathcart - 01
Potholes,55.85397,-4.21292,S01010245,Carntyne West and Haghill - 04
Potholes,55.85147,-4.19811,S01010052,Parkhead West and Barrowfield - 04
Potholes,55.84664,-4.20421,S01010050,Parkhead West and Barrowfield - 02
Pavements/footpaths,55.88043,-4.32544,S01010417,Broomhill - 03
Potholes,55.84821,-4.2552,S01010034,Laurieston and Tradeston - 04
Potholes,55.84464,-4.34619,S01009806,Cardonald South and East - 01
Potholes,55.84351,-4.34489,S01009807,Cardonald South and East - 02
Potholes,55.8426,-4.34281,S01009807,Cardonald South and East - 02
Potholes,55.81726,-4.30179,S01009954,Newlands - 07
Potholes,55.85989,-4.34777,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.90491,-4.34876,S01010478,Blairdardie East - 01
Potholes,55.84491,-4.18153,S01010059,Parkhead East and Braidfauld North - 04
Potholes,55.90253,-4.35263,S01010479,Blairdardie East - 02
Potholes,55.84797,-4.32179,S01009849,Craigton - 02
Potholes,55.84667,-4.33067,S01009850,Craigton - 03
Potholes,55.85621,-4.36394,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.88413,-4.28073,S01010317,Ruchill - 03
Potholes,55.85119,-4.25108,S01010034,Laurieston and Tradeston - 04
Potholes,55.84146,-4.13982,S01010079,Mount Vernon North and Sandyhills - 02
Potholes,55.83251,-4.29164,S01009916,Maxwell Park - 05
Potholes,55.86923,-4.26748,S01010297,Woodside - 01
Potholes,55.84779,-4.20223,S01010050,Parkhead West and Barrowfield - 02
Potholes,55.8922,-4.32507,S01010474,Anniesland West - 05
Potholes,55.8846,-4.32588,S01010414,Kelvinside and Jordanhill - 07
Potholes,55.85389,-4.27124,S01010031,Laurieston and Tradeston - 01
Potholes,55.80632,-4.36991,S01009767,Darnley North - 04
Potholes,55.88665,-4.25793,S01010326,Possil Park - 04
Potholes,55.88658,-4.24946,S01010328,Possil Park - 06
Potholes,55.88309,-4.25422,S01010224,Cowlairs and Port Dundas - 06
Potholes,55.851,-4.25356,S01010034,Laurieston and Tradeston - 04
Potholes,55.81857,-4.2948,S01009934,Pollokshaws - 02
Potholes,55.8829,-4.3343,S01010411,Kelvinside and Jordanhill - 04
Pavements/footpaths,55.8698,-4.27878,S01010289,Woodlands - 01
Potholes,55.87868,-4.26891,S01010314,Keppochhill - 06
Pavements/footpaths,55.84492,-4.34902,S01009819,Cardonald West and Central - 05
Potholes,55.81912,-4.24893,S01009998,Kingspark South - 06
Potholes,55.81827,-4.23605,S01009997,Kingspark South - 05
Potholes,55.84767,-4.25423,S01010033,Laurieston and Tradeston - 03
Potholes,55.8594,-4.21956,S01010250,Dennistoun - 03
Potholes,55.83219,-4.29087,S01009916,Maxwell Park - 05
Potholes,55.84537,-4.25274,S01010030,Gorbals and Hutchesontown - 08
Potholes,55.83511,-4.36085,S01009803,Pollok North and East - 05
Potholes,55.83147,-4.27898,S01009924,Shawlands East - 02
Potholes,55.84257,-4.16186,S01010074,Carmyle and Mount Vernon South - 01
Potholes,55.85857,-4.18025,S01010150,Old Shettleston and Parkhead North - 04
Potholes,55.89175,-4.20322,S01010196,Balornock - 03
Potholes,55.86983,-4.25155,S01010261,City Centre East - 03
Potholes,55.90335,-4.33695,S01010483,Blairdardie East - 06
Potholes,55.86366,-4.23705,S01010262,City Centre East - 04
Potholes,55.83579,-4.25015,S01009898,Govanhill East and Aikenhead - 05
Potholes,55.83721,-4.26001,S01009887,Govanhill West - 01
Potholes,55.82865,-4.29579,S01009935,Pollokshaws - 03
Potholes,55.86561,-4.27879,S01010280,Anderston - 05
Potholes,55.81874,-4.37206,S01009793,Pollok South and West - 02
Potholes,55.87439,-4.23058,S01010222,Cowlairs and Port Dundas - 04
Potholes,55.87288,-4.33477,S01010424,Whiteinch - 02
Potholes,55.85113,-4.34155,S01009851,Craigton - 04
Potholes,55.8124,-4.23188,S01009991,Castlemilk - 06
Potholes,55.82802,-4.26551,S01009904,Battlefield - 06
Potholes,55.86403,-4.13569,S01010129,Barlanark - 07
Potholes,55.86296,-4.2701,S01010272,City Centre South - 01
Potholes,55.87074,-4.32053,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.84087,-4.26543,S01009882,Pollokshields East - 02
Potholes,55.90234,-4.28791,S01010341,Summerston Central and West - 02
Potholes,55.85979,-4.21509,S01010249,Dennistoun - 02
Potholes,55.85009,-4.11325,S01010089,Baillieston East - 02
Potholes,55.84771,-4.20162,S01010050,Parkhead West and Barrowfield - 02
Potholes,55.8753,-4.30561,S01010400,Partickhill and Hyndland - 04
Potholes,55.8774,-4.30347,S01010404,Dowanhill - 02
Potholes,55.82345,-4.35537,S01009786,Crookston South - 03
Potholes,55.82587,-4.28667,S01009922,Shawlands West - 04
Pavements/footpaths,55.82497,-4.25797,S01010011,Mount Florida - 01
Potholes,55.86781,-4.29148,S01010282,Finnieston and Kelvinhaugh - 01
Potholes,55.83964,-4.35702,S01009802,Pollok North and East - 04
Potholes,55.82871,-4.34014,S01009789,Crookston North - 02
Potholes,55.81114,-4.2702,S01009962,Muirend and Old Cathcart - 04
Potholes,55.84432,-4.25474,S01010033,Laurieston and Tradeston - 03
Potholes,55.85253,-4.26916,S01010032,Laurieston and Tradeston - 02
Potholes,55.87171,-4.27733,S01010292,Woodlands - 04
Potholes,55.90371,-4.37134,S01010486,Blairdardie West - 02
Potholes,55.80171,-4.34318,S01009767,Darnley North - 04
Potholes,55.84545,-4.25188,S01010030,Gorbals and Hutchesontown - 08
Potholes,55.84522,-4.25805,S01010033,Laurieston and Tradeston - 03
Potholes,55.84571,-4.2587,S01010033,Laurieston and Tradeston - 03
Potholes,55.82424,-4.34464,S01009789,Crookston North - 02
Potholes,55.85484,-4.19716,S01010148,Old Shettleston and Parkhead North - 02
Potholes,55.87589,-4.32481,S01010418,Broomhill - 04
Potholes,55.84673,-4.26238,S01010032,Laurieston and Tradeston - 02
Potholes,55.84342,-4.26842,S01009883,Pollokshields East - 03
Potholes,55.81096,-4.21589,S01009982,Glenwood North - 03
Potholes,55.89082,-4.28936,S01010359,Wyndford - 02
Potholes,55.9016,-4.25561,S01010344,Summerston Central and West - 05
Potholes,55.80972,-4.33054,S01009759,Darnley East - 02
Potholes,55.90916,-4.35145,S01010490,Drumchapel South - 03
Potholes,55.80193,-4.3297,S01009760,Darnley East - 03
Potholes,55.85528,-4.26316,S01010032,Laurieston and Tradeston - 02
Potholes,55.8684,-4.23536,S01010262,City Centre East - 04
Potholes,55.83335,-4.15523,S01010077,Carmyle and Mount Vernon South - 04
Potholes,55.86611,-4.2739,S01010280,Anderston - 05
Potholes,55.88688,-4.34621,S01010409,Kelvinside and Jordanhill - 02
Potholes,55.8924,-4.30885,S01010363,Kelvindale - 01
Potholes,55.86729,-4.23592,S01010262,City Centre East - 04
Potholes,55.86783,-4.23564,S01010262,City Centre East - 04
Potholes,55.80771,-4.34804,S01009767,Darnley North - 04
Potholes,55.8906,-4.36075,S01010458,Knightswood Park West - 04
Potholes,55.85632,-4.25741,S01010274,City Centre South - 03
Potholes,55.88028,-4.23243,S01010208,Petershill - 06
Pavements/footpaths,55.87613,-4.30958,S01010400,Partickhill and Hyndland - 04
Potholes,55.81609,-4.30247,S01009954,Newlands - 07
Potholes,55.82902,-4.16483,S01010071,Shettleston South - 03
Potholes,55.84745,-4.33928,S01009813,Cardonald North - 04
Potholes,55.88777,-4.37755,S01010439,Yoker South - 03
Potholes,55.78571,-4.24707,S01009969,Carmunnock South - 01
Potholes,55.85756,-4.13265,S01010123,Barlanark - 01
Potholes,55.82769,-4.26575,S01009904,Battlefield - 06
Potholes,55.84585,-4.25909,S01010034,Laurieston and Tradeston - 04
Potholes,55.81263,-4.2687,S01009962,Muirend and Old Cathcart - 04
Pavements/footpaths,55.82129,-4.254,S01010004,Kingspark North - 06
Pavements/footpaths,55.85724,-4.24508,S01010264,City Centre East - 06
Potholes,55.86352,-4.33016,S01009839,Drumoyne and Shieldhall - 07
Potholes,55.87175,-4.28337,S01010291,Woodlands - 03
Pavements/footpaths,55.86593,-4.26741,S01010267,City Centre West - 02
Potholes,55.89237,-4.2455,S01010324,Possil Park - 02
Potholes,55.89648,-4.23159,S01010214,Springburn East and Cowlairs - 01
Potholes,55.84129,-4.33255,S01009806,Cardonald South and East - 01
Potholes,55.83427,-4.28751,S01009916,Maxwell Park - 05
Potholes,55.83247,-4.29233,S01009916,Maxwell Park - 05
Pavements/footpaths,55.83657,-4.27748,S01009915,Maxwell Park - 04
Potholes,55.88406,-4.32575,S01010411,Kelvinside and Jordanhill - 04
Potholes,55.86427,-4.26329,S01010275,City Centre South - 04
Pavements/footpaths,55.80981,-4.21726,S01009984,Glenwood North - 05
Potholes,55.87463,-4.34579,S01010436,Scotstoun South and West - 05
Potholes,55.8626,-4.26652,S01010275,City Centre South - 04
Potholes,55.91398,-4.38088,S01010501,Drumry West - 02
Potholes,55.81115,-4.27038,S01009960,Muirend and Old Cathcart - 02
Potholes,55.88526,-4.30352,S01010367,Kelvindale - 05
Potholes,55.81119,-4.27037,S01009960,Muirend and Old Cathcart - 02
Pavements/footpaths,55.85152,-4.29876,S01009863,Ibrox East and Cessnock - 02
Pavements/footpaths,55.85192,-4.29509,S01009870,Kinning Park and Festival Park - 05
Potholes,55.87821,-4.32114,S01010419,Broomhill - 05
Potholes,55.85781,-4.19979,S01010246,Carntyne West and Haghill - 05
Pavements/footpaths,55.88124,-4.32644,S01010416,Broomhill - 02
Potholes,55.84203,-4.26912,S01009883,Pollokshields East - 03
Potholes,55.80974,-4.26933,S01009962,Muirend and Old Cathcart - 04
Potholes,55.85149,-4.29789,S01009863,Ibrox East and Cessnock - 02
Potholes,55.87324,-4.30921,S01010396,Partick - 04
Pavements/footpaths,55.85659,-4.16372,S01010133,Greenfield - 03
Potholes,55.83168,-4.27834,S01009909,Strathbungo - 05
Pavements/footpaths,55.88745,-4.29891,S01010367,Kelvindale - 05
Potholes,55.86959,-4.2514,S01010261,City Centre East - 03
Potholes,55.83143,-4.33971,S01009799,Pollok North and East - 01
Potholes,55.82421,-4.26585,S01009900,Battlefield - 02
Potholes,55.81828,-4.3018,S01009954,Newlands - 07
Potholes,55.88216,-4.28329,S01010317,Ruchill - 03
Potholes,55.84569,-4.14137,S01010081,Mount Vernon North and Sandyhills - 04
Potholes,55.81008,-4.34762,S01009767,Darnley North - 04
Potholes,55.88955,-4.36862,S01010449,Knightswood West - 03
Potholes,55.81042,-4.34835,S01009767,Darnley North - 04
Potholes,55.8322,-4.35823,S01009805,Pollok North and East - 07
Potholes,55.86646,-4.27158,S01010289,Woodlands - 01
Potholes,55.86249,-4.15513,S01010162,"Cranhill, Lightburn and Queenslie South - 07"
Potholes,55.86843,-4.16125,S01010169,Craigend and Ruchazie - 05
Potholes,55.87022,-4.1579,S01010169,Craigend and Ruchazie - 05
Pavements/footpaths,55.87284,-4.28614,S01010379,Kelvingrove and University - 06
Potholes,55.86357,-4.13865,S01010129,Barlanark - 07
Potholes,55.85359,-4.11885,S01010093,Baillieston East - 06
Potholes,55.85451,-4.12038,S01010095,Garrowhill West - 02
Potholes,55.8669,-4.27645,S01010289,Woodlands - 01
Potholes,55.88266,-4.36628,S01010432,Scotstoun South and West - 01
Potholes,55.86779,-4.2747,S01010289,Woodlands - 01
Potholes,55.86745,-4.27556,S01010289,Woodlands - 01
Potholes,55.86888,-4.31637,S01010392,Glasgow Harbour and Partick South - 05
Potholes,55.88199,-4.359,S01010432,Scotstoun South and West - 01
Potholes,55.88277,-4.36288,S01010432,Scotstoun South and West - 01
Potholes,55.87303,-4.28489,S01010379,Kelvingrove and University - 06
Potholes,55.87942,-4.35185,S01010436,Scotstoun South and West - 05
Potholes,55.84814,-4.35644,S01009821,Cardonald West and Central - 07
Pavements/footpaths,55.84997,-4.19705,S01010051,Parkhead West and Barrowfield - 03
Potholes,55.88681,-4.32572,S01010414,Kelvinside and Jordanhill - 07
Potholes,55.82435,-4.34506,S01009789,Crookston North - 02
Potholes,55.82804,-4.35109,S01009786,Crookston South - 03
Potholes,55.87714,-4.27667,S01010306,Firhill - 06
Potholes,55.83184,-4.15363,S01010076,Carmyle and Mount Vernon South - 03
Potholes,55.83073,-4.28153,S01009919,Shawlands West - 01
Potholes,55.8087,-4.22751,S01009981,Glenwood North - 02
Pavements/footpaths,55.87595,-4.31472,S01010398,Partickhill and Hyndland - 02
Potholes,55.89491,-4.34042,S01010470,Anniesland West - 01
Potholes,55.81024,-4.24447,S01009989,Castlemilk - 04
Pavements/footpaths,55.88094,-4.32597,S01010417,Broomhill - 03
Pavements/footpaths,55.84691,-4.26312,S01010032,Laurieston and Tradeston - 02
Potholes,55.92644,-4.28932,S01010345,Summerston Central and West - 06
Potholes,55.8763,-4.25979,S01010297,Woodside - 01
Potholes,55.92645,-4.28649,S01010345,Summerston Central and West - 06
Potholes,55.90027,-4.3501,S01010480,Blairdardie East - 03
Potholes,55.81826,-4.2351,S01009995,Kingspark South - 03
Potholes,55.85475,-4.19692,S01010148,Old Shettleston and Parkhead North - 02
Potholes,55.89358,-4.17852,S01010188,Robroyston and Millerston - 03
Potholes,55.81629,-4.30505,S01009946,Carnwadric East - 03
Potholes,55.83764,-4.33128,S01009853,Mosspark - 02
Potholes,55.86929,-4.15672,S01010171,Craigend and Ruchazie - 07
Potholes,55.81665,-4.30535,S01009946,Carnwadric East - 03
Potholes,55.92079,-4.36519,S01010497,Drumry East - 02
Pavements/footpaths,55.85985,-4.22005,S01010251,Dennistoun - 04
Potholes,55.88648,-4.29262,S01010362,Wyndford - 05
Pavements/footpaths,55.83607,-4.26179,S01009887,Govanhill West - 01
Potholes,55.8511,-4.17007,S01010142,Tollcross - 01
Potholes,55.8152,-4.2322,S01009994,Kingspark South - 02
Potholes,55.88609,-4.24254,S01010224,Cowlairs and Port Dundas - 06
Potholes,55.83359,-4.35561,S01009803,Pollok North and East - 05
Pavements/footpaths,55.86954,-4.3026,S01010386,Hillhead - 06
Pavements/footpaths,55.86978,-4.30278,S01010386,Hillhead - 06
Potholes,55.81196,-4.23255,S01009991,Castlemilk - 06
Pavements/footpaths,55.86901,-4.23644,S01010261,City Centre East - 03
Potholes,55.80594,-4.34153,S01009767,Darnley North - 04
Potholes,55.80731,-4.361,S01009768,Darnley West - 01
Pavements/footpaths,55.85717,-4.24813,S01010264,City Centre East - 06
Pavements/footpaths,55.89501,-4.24591,S01010335,Milton East - 01
Potholes,55.85408,-4.12028,S01010095,Garrowhill West - 02
Potholes,55.81027,-4.23919,S01009989,Castlemilk - 04
Potholes,55.81835,-4.26556,S01010009,Cathcart - 05
Potholes,55.85331,-4.11464,S01010093,Baillieston East - 06
Potholes,55.81865,-4.25531,S01010004,Kingspark North - 06
Potholes,55.85245,-4.12279,S01010099,Garrowhill West - 06
Potholes,55.89562,-4.32177,S01010466,Anniesland East - 02
Potholes,55.87988,-4.27234,S01010314,Keppochhill - 06
Potholes,55.87289,-4.26805,S01010299,Woodside - 03
Pavements/footpaths,55.87008,-4.3083,S01010386,Hillhead - 06
Potholes,55.86675,-4.07929,S01010109,Easterhouse East - 05
Potholes,55.86668,-4.27134,S01010289,Woodlands - 01
Potholes,55.81514,-4.30411,S01009946,Carnwadric East - 03
Potholes,55.85267,-4.25904,S01010032,Laurieston and Tradeston - 02
Potholes,55.79652,-4.2475,S01009973,Glenwood South - 01
Potholes,55.8786,-4.23018,S01010208,Petershill - 06
Pavements/footpaths,55.86059,-4.21673,S01010248,Dennistoun - 01
Potholes,55.80227,-4.3308,S01009760,Darnley East - 03
Pavements/footpaths,55.82411,-4.34279,S01009789,Crookston North - 02
Potholes,55.87865,-4.30198,S01010404,Dowanhill - 02
Potholes,55.82787,-4.26288,S01009904,Battlefield - 06
Potholes,55.89799,-4.34179,S01010482,Blairdardie East - 05
Potholes,55.8685,-4.13115,S01010114,"Garthamlock, Auchinlea and Gartloch - 02"
Potholes,55.85407,-4.1108,S01010093,Baillieston East - 06
Pavements/footpaths,55.88212,-4.36455,S01010432,Scotstoun South and West - 01
Potholes,55.84008,-4.33939,S01009809,Cardonald South and East - 04
Pavements/footpaths,55.87157,-4.32751,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.86448,-4.13064,S01010120,North Barlanark and Easterhouse South - 03
Pavements/footpaths,55.89477,-4.32745,S01010473,Anniesland West - 04
Potholes,55.88431,-4.28078,S01010319,Ruchill - 05
Potholes,55.88412,-4.28068,S01010317,Ruchill - 03
Potholes,55.83268,-4.25971,S01009903,Battlefield - 05
Potholes,55.85258,-4.12238,S01010099,Garrowhill West - 06
Potholes,55.81023,-4.24431,S01009989,Castlemilk - 04
Potholes,55.83128,-4.25661,S01009904,Battlefield - 06
Potholes,55.83209,-4.2562,S01009903,Battlefield - 05
Potholes,55.83331,-4.26337,S01009903,Battlefield - 05
Potholes,55.82082,-4.25592,S01010007,Cathcart - 03
Potholes,55.81292,-4.22053,S01009982,Glenwood North - 03
Potholes,55.87652,-4.30177,S01010374,Kelvingrove and University - 01
Potholes,55.82028,-4.28736,S01009952,Newlands - 05
Potholes,55.82894,-4.24738,S01010021,Toryglen and Oatlands - 06
Potholes,55.81855,-4.27472,S01009956,Merrylee and Millbrae - 02
